fullpath,exe,length,crc,load_address,magicexe,magicload,magictext
Complete BBC micro $.cbm.csv)\DISC153a\$.RUDOLPH,32803,880,26989,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC153a\$.WORDSEA,32803,2192,49190,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC153a\$.INIT,0,186,44717,0,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC153a\$.ADVDAT,0,3479,44143,0,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC153a\$.RIDE,32803,18893,7530,4864,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC153b\$.PONTOON,32803,5839,725,3584,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC153b\$.TICTACT,32803,3068,21979,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC153b\$.ICEINST,32803,840,19500,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC153b\$.LAND_SA,32803,4681,60848,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC153b\$.LAND_LO,32803,108,23437,6400,32803,32803,Basic #2
Complete BBC micro $.cbm.csv)\DISC153b\$.MODE5,32803,14551,50448,7168,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC153b\$.WLOAD,32803,4114,12395,7168,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC153b\$.BLACK-I,32803,1023,11101,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC153b\$.TREKIII,32811,8122,8463,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC153b\$.TREKINS,32803,4095,23773,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC153b\$.BBERT,32803,5269,17087,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC153b\$.BBERTIN,32803,896,24196,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC153b\$.SKI_SLO,32803,1673,8775,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC153b\$.TRAINS,32803,2190,10897,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC153b\$.TRAIN-I,32803,1023,47130,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC153b\$.ICE,32803,18047,41041,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154a\$.DOOR,0,1024,5377,31744,32519,31744,Mode 7 screen #2
Complete BBC micro $.cbm.csv)\DISC154a\$.SPINDLE,0,1024,38819,31744,32519,31744,Mode 7 screen #2
Complete BBC micro $.cbm.csv)\DISC154a\$.PRINCE,0,1024,2844,31744,32519,31744,Mode 7 screen #2
Complete BBC micro $.cbm.csv)\DISC154a\$.QUEEN,0,1024,4150,31744,32519,31744,Mode 7 screen #2
Complete BBC micro $.cbm.csv)\DISC154a\$.KING,0,1024,205,31744,32519,31744,Mode 7 screen #2
Complete BBC micro $.cbm.csv)\DISC154a\$.PUSSY,0,1024,48864,31744,32519,31744,Mode 7 screen #2
Complete BBC micro $.cbm.csv)\DISC154a\$.FOUNT,0,1024,56154,31744,32519,31744,Mode 7 screen #2
Complete BBC micro $.cbm.csv)\DISC154a\$.CASTLE,0,1024,21573,31744,32519,31744,Mode 7 screen #2
Complete BBC micro $.cbm.csv)\DISC154a\$.INIT,0,286,27643,0,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC154a\$.SLIPLOC,0,13515,986,0,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC154a\$.SLIPMES,0,12015,59962,0,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC154a\$.SLIPPUZ,0,7630,16153,0,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC154a\$.FENCE,0,1024,19404,31744,32519,31744,Mode 7 screen #2
Complete BBC micro $.cbm.csv)\DISC154a\$.LOADER,27648,1000,5386,27648,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC154a\$.SLIPPER,32803,14639,48698,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154a\$.SLIPLDR,32803,2244,30485,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154a\$.MONEY,32803,5896,61941,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154a\$.SCRDATA,11264,786,46465,11264,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC154a\$.DOUBLE,32803,2815,47797,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154a\$.Doms1,32811,5041,47867,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154a\$.Doms,32803,827,39088,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154a\$.DIZZYD,32803,5847,58053,3584,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154a\$.FOLLOW,32803,3375,29611,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154a\$.COOK,0,1024,40175,31744,32519,31744,Mode 7 screen #2
Complete BBC micro $.cbm.csv)\DISC154a\$.!BOOT,7680,1536,65282,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154a\$.CELLAR,0,1024,12121,31744,32519,31744,Mode 7 screen #2
Complete BBC micro $.cbm.csv)\DISC154a\$.HORSE,0,1024,38239,31744,32519,31744,Mode 7 screen #2
Complete BBC micro $.cbm.csv)\DISC154a\$.BUTLER,0,1024,43721,31744,32519,31744,Mode 7 screen #2
Complete BBC micro $.cbm.csv)\DISC154a\$.PARK,0,1024,11492,31744,32519,31744,Mode 7 screen #2
Complete BBC micro $.cbm.csv)\DISC154a\$.BOOK,0,1024,2614,31744,32519,31744,Mode 7 screen #2
Complete BBC micro $.cbm.csv)\DISC154a\$.CRYSTAL,0,1024,60122,31744,32519,31744,Mode 7 screen #2
Complete BBC micro $.cbm.csv)\DISC154b\$.COPYCAT,32803,2010,59350,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.TICTAC,32803,3762,60095,3584,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.PYRAMID,32803,3694,5052,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.CODEA,11108,1170,766,11108,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC154b\$.GAMEA,32803,4804,58283,4864,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.CASINO,32803,3354,11967,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.INTRO,32803,819,21984,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.HORSES,32803,2658,58652,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.CODE2,17402,4908,56686,12778,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC154b\$.CODE1,6400,6378,40577,6400,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC154b\$.CEMETAR,32803,1312,22581,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.CEMLOAD,32803,80,56572,6400,32803,32803,Basic #2
Complete BBC micro $.cbm.csv)\DISC154b\$.FIRING,32803,3248,44623,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.BOUNCE,32803,5312,10608,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.D2,32803,5080,24907,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.DRAUGHT,32803,3106,45550,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.BEETLE,32803,4013,40693,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.EGGSAS4,32799,5874,29803,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.EGGSAS3,10480,1792,28769,10480,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC154b\$.EGGSAS2,12288,511,26269,12288,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC154b\$.EGGSAS1,2560,272,18430,2560,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC154b\$.M/C,2336,160,31037,2336,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC154b\$.LOADER,32799,428,46546,28672,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.SOCCER,32803,13256,11614,3584,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.INSTRUC,32803,1800,25333,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.CATATAK,32803,1913,41090,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.DRAKE2,32811,7386,7844,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.FDrake,32811,2538,46719,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.DrakeIN,32803,2975,43728,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC154b\$.CODEB,11108,1170,766,11108,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC154b\$.GAMEB,32803,5166,41060,4864,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.MAIN,0,10240,381,22528,32517,22528,Mode 5 screen #2
Complete BBC micro $.cbm.csv)\DISC155a\$.ADV,32803,10000,41098,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.TRADER,32803,11642,62670,4864,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.TRAD-IN,32803,4008,55976,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.OXO,32803,2552,63807,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.OXO-IN,32803,880,21052,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.SCISSOR,32803,7925,26252,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.PAIRS,32803,4526,40912,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.SEABATT,32803,6852,40311,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.WORDSQU,32803,6714,25489,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.INTRO,32803,832,53664,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.MONOPOL,32803,20062,3645,4864,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.TITLE,0,20480,24402,12288,32514,12288,Mode 2 screen #2
Complete BBC micro $.cbm.csv)\DISC155a\$.MAYFAIR,32803,7136,2501,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.ORGANIC,32803,3259,54366,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.FLIGHT,32803,1627,36214,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.FLI-INS,32803,1360,20554,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.BIRDIES,32803,2694,2661,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.BIRD-IN,32803,928,43114,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.Caves3,28288,4480,40142,28288,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155a\$.Caves2,4608,10048,28971,4608,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155a\$.Caves1,1802,137,28232,1802,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155a\$.Caves,32803,2037,51487,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.MICRO,32803,440,10011,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.!BOOT,7680,1536,5333,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.SMILEYH,32803,3780,36307,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.DIAMOND,32803,4276,36455,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.SWAMP,32803,1921,25734,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.SWAMP-I,32803,816,31314,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.18TH,32803,1555,31573,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155a\$.01,32803,1312,56135,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155b\$.GOLF,32803,9215,60660,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155b\$.MANCALA,32803,4339,30428,3584,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC21,22528,5120,25836,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC20,22528,5120,32737,22528,0,32757,ScrLoad #2
Complete BBC micro $.cbm.csv)\DISC155b\$.LC19,22528,5120,37515,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC18,22528,5120,15088,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC17,22528,5120,46174,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC16,22528,5120,49664,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC15,22528,5120,45779,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC14,22528,5120,11895,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC13,22528,5120,7811,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC12,22528,5120,54543,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LUNARM,32803,2862,39456,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC11,22528,5120,24938,22528,0,32757,ScrLoad #2
Complete BBC micro $.cbm.csv)\DISC155b\$.LC10,22528,5120,43146,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC9,22528,5120,19696,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC8,22528,5120,35676,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC7,22528,5120,53483,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC6,22528,5120,29037,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC5,22528,5120,13116,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC4,22528,5120,34717,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC3,22528,5120,61064,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC2,22528,5120,30906,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.TUNE1,4352,14298,65366,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC1,22528,5120,22109,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.TUNE,32803,818,22499,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC155b\$.ZLC20,22528,5120,50147,22528,0,32757,ScrLoad #2
Complete BBC micro $.cbm.csv)\DISC155b\$.ZLC7,22528,5120,10043,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC24,22528,5120,25231,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC23,22528,5120,41748,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC155b\$.LC22,22528,5120,24961,22528,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC156a\$.CUBE,32803,2951,34631,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.RUBIK,32803,619,52276,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.JAMAICA,32803,14835,47982,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.CHAP3,32803,768,17823,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.CH2/SCO,0,30,8144,0,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC156a\$.LONSAVE,32803,656,11780,4864,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.LONDON,32803,16630,61725,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.CHAP2,32803,1202,19812,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.CH1/SCO,0,25,55549,0,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC156a\$.BRISAVE,32803,767,56960,4864,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.BRISTOL,32803,14502,8845,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.JAVA,32803,2701,56295,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.ODDS,32803,12279,26211,3584,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.MYSTERY,32803,5368,2061,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.CODE,4608,10240,780,4608,32517,22528,Mode 5 screen #2
Complete BBC micro $.cbm.csv)\DISC156a\$.TITLE,3000,20480,42821,3000,32514,12288,Mode 2 screen #2
Complete BBC micro $.cbm.csv)\DISC156a\$.LOADER,32803,1389,61298,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.SLIDING,32803,2456,63943,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.SLIDE-I,32803,1064,13662,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.PARADRO,32803,2360,24671,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.HORSE,32803,2992,23776,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.DUEL,32803,2139,41212,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.!BOOT,7680,1536,30361,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.GAME,31101,14337,24364,16728927,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC156a\$.PLOADER,32803,1248,32682,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.PACMAN,32803,750,7823,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.SCORE,32803,2285,11713,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.WITCH,32803,17078,32566,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.CHAP4,32803,1543,62077,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156a\$.JAMCONT,32803,616,26395,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156b\$.OUTBREA,32803,725,34812,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156b\$.OUTBINS,32803,661,27346,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156b\$.MAZE-L,32803,2696,23036,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156b\$.SNIPERB,32803,3365,28928,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156b\$.SNIPER,32803,832,24570,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156b\$.GAME,16368,8538,63886,8192,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC156b\$.68rom80,26624,6144,61246,26624,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC156b\$.50rom58,20480,2048,63178,20480,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC156b\$.LOADER,32803,3717,27166,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156b\$.ASTINST,32803,2303,19035,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156b\$.WORDS,32803,4253,40466,3584,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156b\$.MACHINE,32803,4984,31289,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156b\$.WORD,32803,12767,32199,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156b\$.FRUIT,32803,2064,2292,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156b\$.HORSERA,32803,5032,18459,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156b\$.HORSE-I,32803,1278,40870,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156b\$.MASTER,32803,2000,21367,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156b\$.BRIDGE4,32803,14644,6107,6656,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156b\$.CB2,5376,1279,32254,5376,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC156b\$.CB1,2304,1023,42164,2304,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC156b\$.BRIDGE2,32803,113,61256,6656,32803,32803,Basic #2
Complete BBC micro $.cbm.csv)\DISC156b\$.BRIDGE,32803,13403,25910,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC156b\$.MAZE,32811,5573,21842,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.MASTERM,32803,2031,15327,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.MASTINS,32803,1320,24286,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.ZAPMENU,32803,764,20249,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.NIGHTMA,32803,12144,559,3584,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.APE8,32811,8067,43283,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.APE7,32811,2814,47978,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.APE6,32811,3872,64494,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.APE5,32811,1807,36876,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.APE4,32811,3539,48351,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.APE3,32811,1250,16586,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.APE2,32811,2105,11832,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.APE1,32803,4393,29828,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.COMBAT,32803,7563,36876,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.BEEBTRE,32803,7092,6536,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.HURLES2,32803,7670,31532,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.HURLES1,32803,1054,47832,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.HURL-IN,32803,1208,28051,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.!BOOT,7680,1536,17959,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.HYPER,32803,1096,49787,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.BLASTER,24576,16411,45513,14848,32761,4352,TYB music samples #4
Complete BBC micro $.cbm.csv)\DISC157a\$.ASTRO,6400,1316,40008,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.AST-INS,32803,810,10355,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.ONEARME,32803,7234,12284,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.ZAPKBD,32799,4223,63802,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157a\$.ZAP,32799,4223,25040,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157b\$.3-DMAZE,32803,13897,23921,3584,32803,3584,Basic page=&E00 #1
Complete BBC micro $.cbm.csv)\DISC157b\$.SHOOTBA,32803,3545,35679,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157b\$.GALINST,32803,752,56431,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157b\$.MISSION,20992,1920,46419,19200,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157b\$.MARS,4992,7296,15658,4992,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC157b\$.INTRO,32803,3351,65465,12288,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157b\$.ENTRAPM,32803,3327,30690,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157b\$.INVADE,32803,1582,29837,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157b\$.01,32803,642,16753,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157b\$.FINGERS,32811,7226,42371,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157b\$.FLY-IN,32803,2272,896,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157b\$.0xC0DE,0,21935,23318,0,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC157b\$.SETUP,32448,320,7516,32448,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC157b\$.RETRO,20480,922,55291,20480,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC157b\$.ELEMENT,32803,904,60872,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157b\$.SIMON,32803,3946,522,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC157b\$.INTRUDE,16384,9456,36449,7152,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC158a\$.PLANT,2944,16086,37265,7680,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158a\$.INIT,22016,512,49316,26112,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC158a\$.GLIDER2,32799,9116,50282,4608,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158a\$.GLIDER,32799,1534,21347,4608,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158a\$.F6,4352,256,2932,4352,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC158a\$.TITLE,4608,1126,58709,4608,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158a\$.GLDRPLT,32803,12799,14617,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158a\$.K,32803,6550,23110,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158a\$.STARTRE,32799,9018,37199,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158a\$.STAR-L,32803,1280,49873,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158a\$.GAME,23885,7531,1354,16384,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC158a\$.ROMS,12288,4096,8364,12288,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC158a\$.OLD,22016,512,22437,22016,0,0,no match #1
Complete BBC micro $.cbm.csv)\DISC158a\$.LOADER,32803,3687,43377,4352,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158a\$.CANYINS,32803,1432,51484,6400,32803,0,Basic #1
Complete BBC micro $.cbm.csv)\DISC158a\$.RUBSCRN,15488,16640,4596,15488,0,0,no match #1
